직업코드,직업명,직업분류,NCS능력단위명,NCS능력단위정의,NCS대분류,NCS중분류,NCS소분류,능력단위코드
K000007545,비파괴검사원,소방·방재·산업안전·비파괴 기술자,보험계약심사,"환경적 인수위험평가란 피보험자의 환경적 위험을 정확하게 평가하기 위하여 환경적 심사정보 수집, 환경적 심사위험 평가, 환경적 가입조건 결정을 하는 능력이다.",금융·보험,보험,보험영업·계약,0302020203
K000000906,대학 교수,대학 교수 및 강사,청소년상담복지,위기상황확인이란 위험에 노출된 청소년에게 적합한 개입을 위해 위기상황을 파악하고 청소년의 위기 유형 분석 및 위기 상황 정보를 수집하는 능력이다.,사회복지·종교,상담,청소년지도,0702020222
K000000906,대학 교수,대학 교수 및 강사,청소년상담복지,생활기술교육은 위기청소년 자신의 삶을 영위해 나갈 수 있는 기초생활능력을 습득할 수 있도록 교육하고 지원하는 능력이다.,사회복지·종교,상담,청소년지도,0702020226
K000000906,대학 교수,대학 교수 및 강사,경영평가,"경영평가관련 정보수집은 정보수집의 방법을 정하여 평가대상에 대한 정보와, 유사평가 대상의 기 평가자료 등을 수집하고, 수집된 정보를 분류하고 공유하는 능력이다.",경영·회계·사무,기획사무,경영기획,0201010202
K000001220,대학 강사,대학 교수 및 강사,문화재보존,"무형 문화유산 보존이란 공연예술, 전통기술, 구전전통을 보존하는 능력이다.",문화·예술·디자인·방송,문화·예술,문화재관리,0801040310
K000001220,대학 강사,대학 교수 및 강사,항공교통관제,"경보대응이란 수색, 구조가 필요한 항공기에 관한 사항을 구조조정센터관계부서에 통보하고, 필요에 따라 협조하는 능력이다.",운전·운송,항공운전·운송,항공운항,0904020107
K000001220,대학 강사,대학 교수 및 강사,경량항공기조종,"경량항공기 항공안전보안 관리란 경량항공기의 안전한 비행을 위하여 항공기 운용매뉴얼, 항공기 정비매뉴얼, 항공안전, 승무원자원을 관리하고 확인하는 능력이다.",운전·운송,항공운전·운송,항공기조종운송,0904010110
K000001113,특수교육 교사,학교 교사,지역사회복지개발,지역사회 문제 발굴이란 사회문제를 설정하고 파악하여 대안을 제시하고지역사회 참여행동을 계획하는 능력이다.,사회복지·종교,사회복지,사회복지정책,0701010103
K000001113,특수교육 교사,학교 교사,청소년상담복지,생활기술교육은 위기청소년 자신의 삶을 영위해 나갈 수 있는 기초생활능력을 습득할 수 있도록 교육하고 지원하는 능력이다.,사회복지·종교,상담,청소년지도,0702020226
K000001113,특수교육 교사,학교 교사,공공복지,대상자 발굴조사란 주민복지욕구를 파악하여 복지대상자를 발굴하는 능력이다.,사회복지·종교,사회복지,사회복지정책,0701010305
K000007558,초등학교교사,학교 교사,청소년상담복지,"상담준비란 내담자와 상담자가 편안하게 상담을 진행할 수 있도록 상담환경 준비, 스케쥴 관리, 오리엔테이션 실시를 할 수 있는 능력이다.",사회복지·종교,상담,청소년지도,0702020217
K000007558,초등학교교사,학교 교사,실용음악,발성 트레이닝이란 실용음악의 노래 곡을 가창하는데 있어서 기본이 되는호흡과 발성 기술을 훈련하는 일이다.,문화·예술·디자인·방송,문화·예술,실용예술,0801020121
K000007558,초등학교교사,학교 교사,실용음악,솔로 보컬이란 실용음악의 노래 곡을 다양한 장르와 스타일에 맞게 보컬테크닉을 응용하여 가창하는 일이다.,문화·예술·디자인·방송,문화·예술,실용예술,0801020117
K000007530,유치원교사,유치원 교사,보육,"어린이집 행정관리란 보육시설에 의한 직접적 서비스 제공에 있어 부수적인 활동을 지원하거나 촉진하는 과정으로 보육통합정보시스템 이용, 인사,회계를 관리하는 능력이다.",사회복지·종교,보육,보육,0703010134
K000007530,유치원교사,유치원 교사,보육,보육과정 및 운영 평가란 영유아에게 안전하고 질 높은 보육을 제공하기위해서 평가지표를 기준으로 평가를 통해 어린이집 수준을 점검하고 개선하는 능력이다.,사회복지·종교,보육,보육,0703010129
K000007530,유치원교사,유치원 교사,보육,"생활지도란 영유아가 바람직한 기본생활습관의 기초를 형성하고, 긍정적으로 생각하고 행동하는 사회적 유능감을 갖도록 지도하는 능력이다.",사회복지·종교,보육,보육,0703010118
K000000837,외국어 강사,문리·기술·예능 강사,이러닝과정(process)운영,이러닝운영 교강사지원이란 교강사를 선정하고 사전교육을 실시한 후 교강사가 수행해야 할 활동을 안내하고 독려하며 교강사의 각종 활동사항에대한 개선사항을 관리할 수 있는 능력이다.,교육·자연·사회과학,직업교육,이러닝,0403020304
K000000837,외국어 강사,문리·기술·예능 강사,정보기술컨설팅,"정보기술 컨설팅 수행 관리는 최적의 경영전략 및 정보기술 컨설팅 목표달성을 위하여 일정계획 수립, 정보시스템 현황파악, 정보기술자문, 상담,지도, 보고, 전달 및 기록 유지하는 능력이다.",정보통신,정보기술,정보기술전략·계획,2001010209
K000007539,컴퓨터강사,문리·기술·예능 강사,증강현실(AR)콘텐츠제작,"증강현실 3D 그래픽 제작이란 현실세계에서 구현하고자하는 가상그래픽을 사용자가 체험할 수 있도록 3D 그래픽 디자인, 제작, 검증하는 능력이다.",정보통신,통신기술,실감형콘텐츠제작,2002040305
K000007539,컴퓨터강사,문리·기술·예능 강사,VR콘텐츠디자인,"가상현실 프로그래밍이란 가상현실의 객체, 배경, 이벤트 등 전반적인 콘텐츠를 설계, 프로그래밍하고 외부 API와 네트워크, 데이터 연동 및 멀티플랫폼으로  확장하여 가상현실콘텐츠를 구현하는 능력이다.",문화·예술·디자인·방송,디자인,디자인,0802011206
K000007539,컴퓨터강사,문리·기술·예능 강사,게임콘텐츠제작,게임 클라이언트 프로그래밍이란 설정된 게임 세계의 배경 위에서 서로상호작용하는 캐릭터와 오브젝트들의 규칙과 이벤트를 구현하는 능력이다.,문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,0803020542
K000000849,보조교사,장학관 및 기타 교육 종사자,보육,"어린이집 행정관리란 보육시설에 의한 직접적 서비스 제공에 있어 부수적인 활동을 지원하거나 촉진하는 과정으로 보육통합정보시스템 이용, 인사,회계를 관리하는 능력이다.",사회복지·종교,보육,보육,0703010134
K000000849,보조교사,장학관 및 기타 교육 종사자,보육,보육실습 지도란 보육실습 지도 지침을 토대로 보육실습 지도계획을 수립하고 보육실습을 지도하는 능력이다.,사회복지·종교,보육,보육,0703010135
K000000849,보조교사,장학관 및 기타 교육 종사자,보육,"가정과의 협력이란 영유아의 바람직한 성장과 발달을 위해 보호자와의 상담, 교육, 참여지원을 통해 가정과 연계하고 협력하는 능력이다.",사회복지·종교,보육,보육,0703010132
K000007470,변리사,법률 전문가,특허엔지니어링,"심사절차 대응 검토란 특허청으로부터 발행되는 거절이유에 대한 전문가의 분석 보고서를 검토한 후 거절이유에 대한 대응방안을 수립하며, 전문가에 의해 작성된 의견서 및 보정서를 검토하는 능력이다.",법률·경찰·소방·교도·국방,법률,지식재산관리,0501020409
K000007470,변리사,법률 전문가,지식재산관리,"지식재산 분쟁 방어이란 지식재산의 침해 주장에 대하여 침해 경고장 분석, 대응 전략 수립, 분쟁 방어 서류를 작성하는 능력이다.",법률·경찰·소방·교도·국방,법률,지식재산관리,0501020107
K000007470,변리사,법률 전문가,특허엔지니어링,출원서류 검토란 개발된 기술을 특허권으로 보호받기 위해 작성된 명세서의 형식을 검토하는 능력이다.,법률·경찰·소방·교도·국방,법률,지식재산관리,0501020405
K000007482,변호사,법률 전문가,문화·예술행정,법률 지원이란 문화예술경영에 관련된 법률을 해석하고 문화예술행정에서요구되는 업무에 적용하는 능력이다.,문화·예술·디자인·방송,문화·예술,문화예술경영,0801010209
K000007482,변호사,법률 전문가,신체손해사정,"소송처리란 소제기 확인, 소송 진행사항 관리, 보험금 회수 및 지급 등의업무를 수행하는 능력이다.",금융·보험,보험,손해사정,0302030308
K000007482,변호사,법률 전문가,차량손해사정,"구상처리란 구상처리 여부를 판단하고, 채권 보전을 통해 구상권을 행사또는 소송 업무를 관리하는 능력이다.",금융·보험,보험,손해사정,0302030208
K000007527,판사,법률 전문가,신체손해사정,구상처리란 구상처리여부를 판단하고 채권 보전을 통해 구상권을 행사하는 능력이다.,금융·보험,보험,손해사정,0302030309
K000007527,판사,법률 전문가,보안,"경비관련법규 현장적용은 경비원 및 경비업무관련자가 경비직무를 수행하는데 기초가 되는 경비업법과 청원경찰법, 형사법, 기타 경비관련법규를현장상황에 맞게 교육하고, 그 현장 이행사항을 지도·감독하는 능력이다.",경비·청소,경비,경비·경호,1101010112
K000007527,판사,법률 전문가,채권추심,강제집행 능력이란 강제집행의 대상이 되는 채무관계자의 재산에 대하여압류 환가하여 채권만족을 시키고 만일 부족채권 발생 시 다른 채무자 등의 다른 재산에 대하여 추가조치를 할 수 있는 능력이다.,금융·보험,금융,금융영업지원,0301050210
K000000857,사회복지사,사회복지사 및 상담사,사회복지면담,사회복지면담 초기면접은 사회복지사가 클라이언트의 문제와 욕구를 파악하기 위해 참여를 유도하고 신뢰관계를 형성하는 능력이다.,사회복지·종교,사회복지,사회복지서비스,0701020301
K000000857,사회복지사,사회복지사 및 상담사,사회복지면담,사회복지면담 슈퍼비전은 사회복지 실천현장에서 면담자의 활동을 평가하고 전문적인 능력과 자질을 향상하도록 지지하며 정보를 제공하는 능력이다.,사회복지·종교,사회복지,사회복지서비스,0701020308
K000000857,사회복지사,사회복지사 및 상담사,사회복지프로그램운영,사회복지프로그램 종결이란 프로그램 종결을 준비하여 진행하고 종결 후이용자를 관리할 수 있는 능력이다.,사회복지·종교,사회복지,사회복지서비스,0701020107
